Filter, ID, Time_us, Average_time, Memory_used_MiB, Memory_free_MiB
0, 5, 99228, 0, 244, 8417
0, 6, 99355, 0, 244, 8417
0, 7, 98916, 0, 244, 8417
0, 8, 99158, 0, 244, 8417
0, 9, 98982, 0, 244, 8417
0, 10, 98943, 0, 244, 8417
0, 11, 98616, 0, 244, 8417
0, 12, 100910, 0, 244, 8416
0, 13, 98883, 0, 244, 8416
0, 14, 98727, 0, 244, 8416
0, 15, 98709, 0, 244, 8416
0, 16, 98588, 0, 244, 8416
0, 17, 98264, 0, 244, 8416
0, 18, 98643, 0, 244, 8416
0, 19, 98837, 0, 244, 8416
0, 20, 98786, 0, 244, 8416
0, 21, 98550, 0, 244, 8416
0, 22, 98883, 0, 244, 8416
0, 23, 98541, 0, 244, 8416
0, 24, 98652, 0, 244, 8416
0, 25, 98537, 0, 244, 8416
0, 26, 98864, 0, 244, 8416
0, 27, 99033, 0, 244, 8416
0, 28, 98707, 0, 244, 8416
0, 29, 98755, 0, 244, 8416
0, 30, 98819, 0, 244, 8416
0, 31, 98883, 0, 244, 8416
0, 32, 98845, 0, 244, 8416
0, 33, 98800, 0, 244, 8416
0, 34, 98327, 0, 244, 8416
0, 35, 98611, 0, 244, 8416
0, 36, 98595, 0, 244, 8416
0, 37, 98676, 0, 244, 8416
0, 38, 98631, 0, 244, 8416
0, 39, 98775, 0, 244, 8416
0, 40, 98744, 0, 244, 8416
0, 41, 98680, 0, 244, 8416
0, 42, 98963, 0, 244, 8416
0, 43, 99045, 0, 244, 8416
0, 44, 99046, 0, 244, 8416
0, 45, 99053, 0, 244, 8416
0, 46, 99051, 0, 244, 8416
0, 47, 98665, 0, 244, 8416
0, 48, 98548, 0, 244, 8416
0, 49, 98604, 0, 244, 8416
0, 50, 98302, 0, 244, 8416
0, 51, 98410, 0, 244, 8416
0, 52, 98617, 0, 244, 8416
0, 53, 98722, 0, 244, 8416
0, 54, 98517, 0, 244, 8416
0, 55, 99156, 0, 244, 8416
0, 56, 99009, 0, 244, 8416
0, 57, 99076, 0, 244, 8416
0, 58, 99159, 0, 244, 8416
0, 59, 99084, 0, 244, 8416
0, 60, 98907, 0, 244, 8416
0, 0, 0, 98798
5000, 1, 106346, 0, 264, 8396
0, 2, 109434, 0, 263, 8397
0, 3, 109541, 0, 264, 8397
0, 4, 109133, 0, 264, 8397
0, 5, 109467, 0, 264, 8397
